ID:钟南山：肯定新型冠状病毒肺炎人传人 病毒很可能来自野味
{'danmu_send_time': '2020-12-12 18:14:41', 'text': '不是累，是压力很大，一直在想其他得事'}
{'danmu_send_time': '2020-11-17 15:44:24', 'text': '致敬'}
{'danmu_send_time': '2020-11-12 22:31:46', 'text': '棕色。夏天大东方学院'}
{'danmu_send_time': '2020-11-12 22:31:06', 'text': '人少的时候想法了啊？没了啊'}
{'danmu_send_time': '2020-11-12 22:29:20', 'text': '纪录片观后感就是这样的人了啊'}
{'danmu_send_time': '2020-11-10 16:00:04', 'text': '是海鲜物传人'}
{'danmu_send_time': '2020-11-08 15:15:06', 'text': '致敬！'}
{'danmu_send_time': '2020-11-08 10:18:16', 'text': '共和国勋章获得者'}
{'danmu_send_time': '2020-10-29 00:00:00', 'text': '国士无双'}
{'danmu_send_time': '2020-10-26 18:10:51', 'text': '美国死亡22万人了~~回来在看看'}
{'danmu_send_time': '2020-10-09 20:28:31', 'text': '国士无双'}
{'danmu_send_time': '2020-10-07 10:18:49', 'text': '国士无双'}
{'danmu_send_time': '2020-10-05 11:46:52', 'text': '考古'}
{'danmu_send_time': '2020-10-03 12:43:24', 'text': '国士无双'}
{'danmu_send_time': '2020-10-03 12:43:12', 'text': '国士无双'}
{'danmu_send_time': '2020-10-01 14:10:18', 'text': '20201001，再看这个视频，这是个历史性 的采访！'}
{'danmu_send_time': '2020-09-23 22:41:56', 'text': '这几个肯定，真乃国士！！！'}
{'danmu_send_time': '2020-09-23 19:20:31', 'text': '国士无双'}
{'danmu_send_time': '2020-09-19 08:28:12', 'text': '这样看钟院士顶多48岁'}
{'danmu_send_time': '2020-09-13 22:43:38', 'text': '国士无双'}
{'danmu_send_time': '2020-09-11 13:43:54', 'text': '历史时刻合影'}
{'danmu_send_time': '2020-09-10 23:08:57', 'text': '9月10日回看！历史性的一刻'}
{'danmu_send_time': '2020-09-09 23:21:03', 'text': '大佬'}
{'danmu_send_time': '2020-09-09 00:25:08', 'text': '神人'}
{'danmu_send_time': '2020-09-09 00:04:22', 'text': '国士无双'}
{'danmu_send_time': '2020-09-08 20:57:01', 'text': '国士无双'}
{'danmu_send_time': '2020-09-08 20:38:36', 'text': '“亲眼见证历史拐点是种怎样的体验？”'}
{'danmu_send_time': '2020-09-08 18:05:11', 'text': '名场面'}
{'danmu_send_time': '2020-09-08 17:20:56', 'text': '。'}
{'danmu_send_time': '2020-09-08 15:03:49', 'text': '这个肯定不是那么好说的啊'}
{'danmu_send_time': '2020-09-08 13:55:27', 'text': '真·医龙'}
{'danmu_send_time': '2020-09-04 09:29:47', 'text': '美国都快七百万了'}
{'danmu_send_time': '2020-09-01 23:12:56', 'text': '国士无双'}
{'danmu_send_time': '2020-08-23 01:10:34', 'text': '国士无双'}
{'danmu_send_time': '2020-08-19 02:11:27', 'text': '拨乱反正'}
{'danmu_send_time': '2020-08-18 22:46:56', 'text': '二战封神'}
{'danmu_send_time': '2020-08-18 19:44:47', 'text': '当时的海鲜现在极有可能是携带外国病毒进入武汉的载体'}
{'danmu_send_time': '2020-08-16 15:40:38', 'text': '历史性时刻！！！最重要判断！'}
{'danmu_send_time': '2020-08-13 23:51:03', 'text': '平安回来回顾一下。'}
{'danmu_send_time': '2020-08-13 15:45:43', 'text': '致敬'}
{'danmu_send_time': '2020-08-12 22:25:36', 'text': '新发地和大连也是海鲜'}
{'danmu_send_time': '2020-08-08 15:24:55', 'text': '这句话算是宣布了新的一个时代。'}
{'danmu_send_time': '2020-08-03 15:42:03', 'text': '就因为这句话，我第二天就戴了口罩'}
{'danmu_send_time': '2020-08-03 12:37:34', 'text': '希望我这个年纪也这么精气神'}
{'danmu_send_time': '2020-07-27 00:20:55', 'text': '国士无双'}
{'danmu_send_time': '2020-07-18 11:13:40', 'text': '国士无双'}
{'danmu_send_time': '2020-07-16 17:57:42', 'text': '国士无双，当代韩信。'}
{'danmu_send_time': '2020-07-11 12:13:27', 'text': '广东！'}
{'danmu_send_time': '2020-07-10 17:24:49', 'text': '七月份考古'}
{'danmu_send_time': '2020-07-10 14:22:21', 'text': '你管这叫84？？'}
{'danmu_send_time': '2020-07-09 13:57:54', 'text': '内蒙古鼠疫时代考古'}
{'danmu_send_time': '2020-07-04 00:28:46', 'text': '国士无双'}
{'danmu_send_time': '2020-07-01 18:14:30', 'text': '致敬 加油'}
{'danmu_send_time': '2020-07-01 18:14:15', 'text': '国士无双'}
{'danmu_send_time': '2020-06-24 23:37:30', 'text': '国士无双'}
{'danmu_send_time': '2020-06-20 22:33:35', 'text': '欧洲来的'}
{'danmu_send_time': '2020-06-09 07:02:11', 'text': '国士无双'}
{'danmu_send_time': '2020-06-05 21:42:52', 'text': '2020/6/5,全国疫情抑制成功，疫苗研发中，前来贺喜'}
{'danmu_send_time': '2020-06-04 09:58:44', 'text': 'China'}
{'danmu_send_time': '2020-06-02 11:44:42', 'text': '世界再也回不去了......'}
{'danmu_send_time': '2020-05-25 13:27:26', 'text': '国士无双'}
{'danmu_send_time': '2020-05-15 17:05:28', 'text': '国士无双'}
{'danmu_send_time': '2020-05-15 00:15:32', 'text': '方圆剧阵过来的报个到'}
{'danmu_send_time': '2020-05-10 17:02:52', 'text': '感谢中国让说实话政策！'}
{'danmu_send_time': '2020-05-10 17:02:07', 'text': '当时刚看到这个新闻的时候头皮发麻'}
{'danmu_send_time': '2020-05-08 21:10:30', 'text': '国士无双！！！'}
{'danmu_send_time': '2020-05-07 18:06:35', 'text': '［+］'}
{'danmu_send_time': '2020-05-01 14:42:45', 'text': '历史性时刻'}
{'danmu_send_time': '2020-04-30 12:31:06', 'text': '国士无双！！！'}
{'danmu_send_time': '2020-04-18 19:10:51', 'text': '国士无双'}
{'danmu_send_time': '2020-04-15 13:22:21', 'text': '国士无双'}
{'danmu_send_time': '2020-04-14 18:14:24', 'text': '国士无双'}
{'danmu_send_time': '2020-04-12 22:03:02', 'text': '跪见国士'}
{'danmu_send_time': '2020-04-12 16:05:20', 'text': '国士无双'}
{'danmu_send_time': '2020-04-10 00:37:30', 'text': '国士无双'}
{'danmu_send_time': '2020-04-09 22:02:24', 'text': '国士无双'}
{'danmu_send_time': '2020-04-08 22:27:37', 'text': '国士无双'}
{'danmu_send_time': '2020-04-07 13:34:29', 'text': '国士无双'}
{'danmu_send_time': '2020-04-07 13:34:12', 'text': '加油'}
{'danmu_send_time': '2020-04-06 11:18:32', 'text': '4.6号 加油'}
{'danmu_send_time': '2020-04-05 15:39:13', 'text': '我现在是4.5，回过头来看，终教授的发言真的太重要了。'}
{'danmu_send_time': '2020-04-05 13:42:46', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 23:59:31', 'text': '重于九鼎的一句话'}
{'danmu_send_time': '2020-04-04 23:59:20', 'text': '这句话拉开了全国抗疫的序幕'}
{'danmu_send_time': '2020-04-04 15:02:37', 'text': ' 猛男↑'}
{'danmu_send_time': '2020-04-04 09:53:52', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 08:55:51', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 08:55:43', 'text': '告诉我说'}
{'danmu_send_time': '2020-04-04 08:49:05', 'text': '武汉加油！中国加油！'}
{'danmu_send_time': '2020-04-04 08:41:40', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 08:30:34', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 07:57:19', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 07:54:10', 'text': '愿逝者安息，愿生者奋发，愿祖国昌盛，致敬英雄'}
{'danmu_send_time': '2020-04-04 07:53:53', 'text': '国士无双'}
{'danmu_send_time': '2020-04-04 06:12:22', 'text': '哀悼日回来的，默哀'}
{'danmu_send_time': '2020-04-03 00:50:53', 'text': '国士无双'}
{'danmu_send_time': '2020-04-02 17:11:37', 'text': '国士无双'}
{'danmu_send_time': '2020-04-01 19:35:20', 'text': '国士无双'}
{'danmu_send_time': '2020-03-28 19:08:03', 'text': '国士无双'}
{'danmu_send_time': '2020-03-27 22:51:44', 'text': '一开始是江汉和江岸吧'}
{'danmu_send_time': '2020-03-23 12:11:46', 'text': '中国之光'}
{'danmu_send_time': '2020-03-23 09:59:09', 'text': '国士无双'}
{'danmu_send_time': '2020-03-23 09:00:16', 'text': '3月20日来报告，全国新增0啦'}
{'danmu_send_time': '2020-03-22 21:58:04', 'text': '国士无双'}
{'danmu_send_time': '2020-03-20 05:05:48', 'text': '国士无双'}
{'danmu_send_time': '2020-03-19 14:53:53', 'text': '国士无双'}
{'danmu_send_time': '2020-03-16 16:07:28', 'text': '国士无双'}
{'danmu_send_time': '2020-03-16 00:42:55', 'text': '国士无双'}
{'danmu_send_time': '2020-03-14 20:58:30', 'text': '加油'}
{'danmu_send_time': '2020-03-11 15:01:19', 'text': '这句话分量太重了'}
{'danmu_send_time': '2020-03-11 15:00:28', 'text': '这句话分量太重'}
{'danmu_send_time': '2020-03-11 09:27:38', 'text': '加油！'}
{'danmu_send_time': '2020-03-09 21:21:10', 'text': '国士无双'}
{'danmu_send_time': '2020-03-09 21:09:52', 'text': '国士无双'}
{'danmu_send_time': '2020-03-08 21:32:19', 'text': '武汉加油'}
{'danmu_send_time': '2020-03-08 10:40:55', 'text': '武汉人在此'}
{'danmu_send_time': '2020-03-07 19:10:01', 'text': '加油'}
{'danmu_send_time': '2020-03-07 13:03:43', 'text': '国士无双'}
{'danmu_send_time': '2020-03-06 21:19:34', 'text': '国士无双'}
{'danmu_send_time': '2020-03-06 05:38:54', 'text': '2020.3.6回看这一历史性时刻'}
{'danmu_send_time': '2020-03-04 08:38:20', 'text': '国士无双'}
{'danmu_send_time': '2020-03-03 11:59:06', 'text': '国士无双'}
{'danmu_send_time': '2020-03-03 09:18:31', 'text': '国士无双'}
{'danmu_send_time': '2020-03-03 00:57:05', 'text': '国士无双！'}
{'danmu_send_time': '2020-03-03 00:56:08', 'text': '国士无双'}
{'danmu_send_time': '2020-03-02 19:00:22', 'text': '国士无双盖世无双'}
{'danmu_send_time': '2020-03-02 18:59:52', 'text': '国士无双6666666666666666'}
{'danmu_send_time': '2020-03-01 18:00:05', 'text': '这句话可能会被记入历史'}
{'danmu_send_time': '2020-02-26 20:56:00', 'text': '国士无双'}
{'danmu_send_time': '2020-02-25 23:35:08', 'text': '国士无双'}
{'danmu_send_time': '2020-02-25 18:00:56', 'text': '国士无双'}
{'danmu_send_time': '2020-02-25 13:33:46', 'text': '国士无双'}
{'danmu_send_time': '2020-02-24 18:23:33', 'text': '鉴于：新肺炎患者康复后面复发。 是否康复患者存在少量病毒，由于有抗体未复发，但是是否具有传染性呢？'}
{'danmu_send_time': '2020-02-23 22:19:06', 'text': '国士无双！'}
{'danmu_send_time': '2020-02-23 19:54:29', 'text': '国士无双'}
{'danmu_send_time': '2020-02-21 11:24:17', 'text': '国士无双'}
{'danmu_send_time': '2020-02-20 19:29:53', 'text': '非常重要的结论，这是载入历史的一刻'}
{'danmu_send_time': '2020-02-19 13:48:06', 'text': '国士无双'}
{'danmu_send_time': '2020-02-19 10:34:42', 'text': '就是这句话救了无数人'}
{'danmu_send_time': '2020-02-19 04:28:27', 'text': '这句话救了很多人的命'}
{'danmu_send_time': '2020-02-18 23:03:22', 'text': '国士无双'}
{'danmu_send_time': '2020-02-18 23:02:56', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-18 12:30:11', 'text': '国士无双'}
{'danmu_send_time': '2020-02-18 09:09:14', 'text': '国士无双'}
{'danmu_send_time': '2020-02-17 14:27:24', 'text': '每次看到钟院士都忍不住热泪盈眶'}
{'danmu_send_time': '2020-02-17 06:56:36', 'text': '国士无双'}
{'danmu_send_time': '2020-02-17 01:06:32', 'text': '国士无双'}
{'danmu_send_time': '2020-02-16 23:05:23', 'text': '民族脊梁，国士无双'}
{'danmu_send_time': '2020-02-16 17:25:10', 'text': '36年'}
{'danmu_send_time': '2020-02-16 17:22:07', 'text': '国士无双'}
{'danmu_send_time': '2020-02-16 17:01:05', 'text': '国士无双'}
{'danmu_send_time': '2020-02-16 16:43:49', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-16 15:04:35', 'text': '尴尬！奥里给！'}
{'danmu_send_time': '2020-02-16 12:31:56', 'text': '中华神医'}
{'danmu_send_time': '2020-02-16 11:59:34', 'text': '致敬，加油'}
{'danmu_send_time': '2020-02-15 22:17:51', 'text': '国士无双'}
{'danmu_send_time': '2020-02-15 22:17:44', 'text': '国士无双'}
{'danmu_send_time': '2020-02-15 21:37:00', 'text': '挽狂澜于既倒，扶大厦之将倾！'}
{'danmu_send_time': '2020-02-15 21:27:17', 'text': '国士无双'}
{'danmu_send_time': '2020-02-15 20:09:56', 'text': '看哭了'}
{'danmu_send_time': '2020-02-15 18:29:09', 'text': '真正的巨星'}
{'danmu_send_time': '2020-02-15 17:53:08', 'text': '前来考古2-15'}
{'danmu_send_time': '2020-02-15 15:19:23', 'text': '神'}
{'danmu_send_time': '2020-02-15 15:18:58', 'text': '神'}
{'danmu_send_time': '2020-02-12 22:50:26', 'text': '国士无双'}
{'danmu_send_time': '2020-02-12 18:40:30', 'text': '国士无双'}
{'danmu_send_time': '2020-02-12 16:24:05', 'text': '国士无双'}
{'danmu_send_time': '2020-02-12 13:18:47', 'text': '华农兄弟哪里去了，捐款了没？'}
{'danmu_send_time': '2020-02-12 11:37:04', 'text': '国士无双'}
{'danmu_send_time': '2020-02-10 22:45:05', 'text': '钟院士，广医一院 孙逸仙纪念医院两头跑辛苦了'}
{'danmu_send_time': '2020-02-10 17:24:20', 'text': '                           武汉加油！'}
{'danmu_send_time': '2020-02-10 01:27:29', 'text': '穿山甲  穿山甲  穿山甲'}
{'danmu_send_time': '2020-02-08 01:37:53', 'text': '国士无双!'}
{'danmu_send_time': '2020-02-07 13:29:53', 'text': '人传人'}
{'danmu_send_time': '2020-02-07 13:28:30', 'text': '武汉挺住'}
{'danmu_send_time': '2020-02-07 00:54:33', 'text': '乱吃惹得祸'}
{'danmu_send_time': '2020-02-07 00:51:09', 'text': '吃蝙蝠我是真的服'}
{'danmu_send_time': '2020-02-07 00:50:08', 'text': '蝙蝠一身毒都敢吃'}
{'danmu_send_time': '2020-02-06 23:16:07', 'text': '国世无双'}
{'danmu_send_time': '2020-02-06 23:15:36', 'text': '国世无双'}
{'danmu_send_time': '2020-02-06 12:25:19', 'text': '国'}
{'danmu_send_time': '2020-02-06 12:21:39', 'text': '蝙蝠'}
{'danmu_send_time': '2020-02-05 20:27:11', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 20:03:09', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 19:25:39', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 15:35:58', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 12:42:10', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 10:19:38', 'text': '等待着你的事情了。，'}
{'danmu_send_time': '2020-02-05 10:19:15', 'text': '想一想了。，'}
{'danmu_send_time': '2020-02-05 10:19:01', 'text': '劝不住，'}
{'danmu_send_time': '2020-02-05 10:18:39', 'text': '家里人的事情了。，脾气了。，'}
{'danmu_send_time': '2020-02-05 08:44:45', 'text': '国士无双'}
{'danmu_send_time': '2020-02-05 01:30:38', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 21:50:00', 'text': '钟老加油，国士无双'}
{'danmu_send_time': '2020-02-04 21:46:45', 'text': '钟老加油'}
{'danmu_send_time': '2020-02-04 21:46:30', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 21:18:50', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 21:18:27', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 21:17:58', 'text': '奥利给'}
{'danmu_send_time': '2020-02-04 21:17:21', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 19:09:12', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 19:09:00', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 19:08:38', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 16:29:23', 'text': '肺泡，'}
{'danmu_send_time': '2020-02-04 16:28:04', 'text': '性格。'}
{'danmu_send_time': '2020-02-04 14:01:11', 'text': '国士无双'}
{'danmu_send_time': '2020-02-04 00:51:41', 'text': '国土无双'}
{'danmu_send_time': '2020-02-04 00:46:28', 'text': '国士无双'}
{'danmu_send_time': '2020-02-03 23:28:56', 'text': '参见医王'}
{'danmu_send_time': '2020-02-03 23:08:47', 'text': '国士无双'}
{'danmu_send_time': '2020-02-03 21:44:40', 'text': '国士无双'}
{'danmu_send_time': '2020-02-03 21:27:42', 'text': '组长了。这些事情了。，'}
{'danmu_send_time': '2020-02-03 12:41:30', 'text': '这声音铿锵有力'}
{'danmu_send_time': '2020-02-03 12:41:06', 'text': '比同龄人年轻20岁'}
{'danmu_send_time': '2020-02-03 12:40:45', 'text': '国士无双'}
{'danmu_send_time': '2020-02-03 11:36:12', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-03 09:34:28', 'text': '武汉++++++'}
{'danmu_send_time': '2020-02-03 09:33:54', 'text': '武汉++++++'}
{'danmu_send_time': '2020-02-03 09:33:10', 'text': '武汉努力加油'}
{'danmu_send_time': '2020-02-03 01:37:48', 'text': '有些人真的什么都敢吃'}
{'danmu_send_time': '2020-02-02 21:42:57', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 21:40:56', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 20:51:26', 'text': '武汉加油，国士无双'}
{'danmu_send_time': '2020-02-02 20:50:04', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 18:27:24', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 17:37:20', 'text': '不敢吃火锅了。，'}
{'danmu_send_time': '2020-02-02 17:36:05', 'text': '熟了。，'}
{'danmu_send_time': '2020-02-02 17:34:06', 'text': '再听一遍了。，'}
{'danmu_send_time': '2020-02-02 13:24:06', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 11:38:19', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 04:48:12', 'text': '国士无双'}
{'danmu_send_time': '2020-02-02 01:48:31', 'text': '国土无双'}
{'danmu_send_time': '2020-02-01 22:30:34', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 20:57:39', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 20:34:38', 'text': '武汉加油'}
{'danmu_send_time': '2020-02-01 18:21:54', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 15:37:49', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 14:35:32', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 14:34:52', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 13:08:43', 'text': '国士无双 武汉加油'}
{'danmu_send_time': '2020-02-01 11:44:31', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 11:43:32', 'text': '致敬'}
{'danmu_send_time': '2020-02-01 11:43:11', 'text': '国士无双'}
{'danmu_send_time': '2020-02-01 11:42:54', 'text': '加油'}
{'danmu_send_time': '2020-02-01 03:37:09', 'text': '国士无双'}
{'danmu_send_time': '2020-01-31 23:01:10', 'text': '国士无双！！'}
{'danmu_send_time': '2020-01-31 21:38:10', 'text': '真的像六十岁'}
{'danmu_send_time': '2020-01-31 21:10:47', 'text': '武汉加油'}
{'danmu_send_time': '2020-01-31 19:40:44', 'text': '加油武汉加油CHINA'}
{'danmu_send_time': '2020-01-31 18:57:36', 'text': '国士无双'}
{'danmu_send_time': '2020-01-31 13:04:27', 'text': '家里的野生金鱼已经下锅油炸'}
{'danmu_send_time': '2020-01-31 11:06:26', 'text': '国士无双'}
{'danmu_send_time': '2020-01-31 00:04:05', 'text': '就是这句话，救了无数的人！'}
{'danmu_send_time': '2020-01-30 20:36:14', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 17:04:19', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 17:01:26', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 14:32:23', 'text': '国土无双'}
{'danmu_send_time': '2020-01-30 13:43:22', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 13:00:45', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 12:27:28', 'text': '国士无双！向您致敬!'}
{'danmu_send_time': '2020-01-30 11:42:28', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 11:24:35', 'text': '加油'}
{'danmu_send_time': '2020-01-30 11:24:09', 'text': '国士无双'}
{'danmu_send_time': '2020-01-30 11:04:45', 'text': '国士无双!!!'}
{'danmu_send_time': '2020-01-30 10:06:12', 'text': '病从口入'}
{'danmu_send_time': '2020-01-30 00:03:48', 'text': '国士无双'}
{'danmu_send_time': '2020-01-29 23:53:21', 'text': '武汉加油'}
